"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num5rd","c_type","flgrm5","mrkgrm5","ngrm5","flmth5","mrkmth5","nmth5","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"406",406,21313,45,18,27,9,1,2,1,1,2,2,17.6499996185303,84,34,22.2199993133545,64,36,41012,11,3,5,1,23,0,2,45,18,61.7200012207031,33.2999992370605,16,85.5,12.5,1,0,0,0,0,2,64.4449996948242,22.2000007629395,36,84.5311737060547,17.6352939605713,34,0,NA,NA,3,41012,3
"407",407,21313,45,18,27,9,1,2,1,1,2,2,17.6499996185303,84,34,22.2199993133545,64,36,41012,11,3,5,2,22,0,2,45,18,67.1699981689453,11.1000003814697,18,83.6699981689453,22.2000007629395,1,0,0,0,0,2,64.4449996948242,22.2000007629395,36,84.5311737060547,17.6352939605713,34,0,NA,NA,3,41012,3
"409",409,21315,74,47,27,15,2,2,1,0,2,2,14.0600004196167,80,64,21.5400009155273,65,65,47019,12,8,5,2,27,0,2,74,24,65.4954147338867,16.654167175293,23,84.1713027954102,NA,NA,1,0,1,0,2,64.7099990844727,24.3999996185303,41,77.6600036621094,22,41,1,23,24,8,40055,8
"410",410,21316,33,11,22,14,2,2,1,5,2,2,41.3800010681152,64,29,56.6699981689453,52,30,10611,12,24,5,1,11,0,2,33,9,58,33.2999992370605,9,64.4400024414062,33.2999992370605,1,0,0,0,0,2,52.3300018310547,56.6800003051758,30,64.1365509033203,41.3689651489258,29,0,NA,NA,24,10611,24
"411",411,21316,33,11,22,14,2,2,1,5,2,2,41.3800010681152,64,29,56.6699981689453,52,30,10611,12,24,5,2,22,0,2,33,21,49.9000015258789,66.6999969482422,20,64,45,1,0,0,0,0,2,52.3300018310547,56.6800003051758,30,64.1365509033203,41.3689651489258,29,0,NA,NA,24,10611,24
"412",412,21322,100,56,44,22,1,2,1,4,3,3,36.7299995422363,70,98,17,71,100,67009,11,24,5,1,33,0,3,100,34,67.2399978637695,20.6000003814697,32,68.75,50,1,0,0,0,0,3,70.769401550293,17.003999710083,100,70.4361190795898,36.7428588867188,98,0,NA,NA,24,67009,24
"413",413,21322,100,56,44,22,1,2,1,4,3,3,36.7299995422363,70,98,17,71,100,67009,11,24,5,2,33,0,3,100,32,71.3099975585938,21.8999996185303,32,69.0899963378906,28.1000003814697,1,0,0,0,0,3,70.769401550293,17.003999710083,100,70.4361190795898,36.7428588867188,98,0,NA,NA,24,67009,24
"414",414,21322,100,56,44,22,1,2,1,4,3,3,36.7299995422363,70,98,17,71,100,67009,11,24,5,3,34,0,3,100,34,73.7900009155273,8.80000019073486,34,73.2900009155273,32.4000015258789,1,0,0,0,0,3,70.769401550293,17.003999710083,100,70.4361190795898,36.7428588867188,98,0,NA,NA,24,67009,24
"415",415,21323,48,27,21,13,1,1,1,1,2,2,18.6000003814697,85,43,18.1800003051758,70,44,1990,11,4,5,2,25,0,2,48,24,74.0800018310547,16.7000007629395,24,84.7099990844727,12.5,1,0,0,1,0,2,74.0800018310547,16.7000007629395,24,84.7099990844727,12.5,24,0,NA,NA,4,1990,4
"416",416,21323,48,27,21,13,1,1,1,1,2,2,18.6000003814697,85,43,18.1800003051758,70,44,1990,11,4,5,1,23,0,2,48,20,65.1039962768555,19.9559993743896,19,85.3663177490234,26.3052635192871,NA,1,0,1,0,2,74.0800018310547,16.7000007629395,24,84.7099990844727,12.5,24,1,19,20,4,1990,4
"417",417,21327,45,19,26,14,1,2,1,1,2,2,20,80,40,10,73,40,40154,11,1,5,1,23,0,2,45,20,75.9000015258789,0,20,78.25,30,1,0,0,0,0,2,73.1750030517578,10,40,79.9000015258789,20,40,0,NA,NA,1,40154,1
"418",418,21327,45,19,26,14,1,2,1,1,2,2,20,80,40,10,73,40,40154,11,1,5,2,22,0,2,45,20,70.4499969482422,20,20,81.5500030517578,10,1,0,0,0,0,2,73.1750030517578,10,40,79.9000015258789,20,40,0,NA,NA,1,40154,1
"419",419,21328,80,41,39,13,1,2,1,2,2,2,31.8799991607666,67,69,32.4700012207031,62,77,10611,11,12,5,2,40,0,2,80,39,59.9199981689453,33.2999992370605,35,65.4599990844727,31.3999996185303,1,0,0,1,0,2,59.9199981689453,33.2999992370605,39,65.4599990844727,31.3999996185303,35,0,NA,NA,12,10611,12
"420",420,21328,80,41,39,13,1,2,1,2,2,2,31.8799991607666,67,69,32.4700012207031,62,77,10611,11,12,5,1,40,0,2,80,38,64.1347351074219,31.6181583404541,34,68.5852966308594,32.3741188049316,NA,1,0,1,0,2,59.9199981689453,33.2999992370605,39,65.4599990844727,31.3999996185303,35,1,34,38,12,10611,12
"421",421,21330,74,36,38,13,1,2,1,1,2,2,18.6399993896484,74,59,57.75,50,71,10611,11,6,5,1,37,0,2,74,35,49.3699989318848,48.5999984741211,30,73.7300033569336,16.7000007629395,1,0,0,0,0,2,50.1559143066406,57.7774658203125,71,74.1674575805664,18.6661014556885,59,0,NA,NA,6,10611,6
"422",422,21330,74,36,38,13,1,2,1,1,2,2,18.6399993896484,74,59,57.75,50,71,10611,11,6,5,2,37,0,2,74,36,50.9199981689453,66.6999969482422,29,74.620002746582,20.7000007629395,1,0,0,0,0,2,50.1559143066406,57.7774658203125,71,74.1674575805664,18.6661014556885,59,0,NA,NA,6,10611,6
"423",423,21331,57,27,30,14,1,2,1,3,2,2,43.8600006103516,70,57,32.1399993896484,62,56,8433,11,19,5,1,31,0,2,57,30,65.0299987792969,20,30,75.3000030517578,30,1,0,0,0,0,2,61.9425010681152,32.1642875671387,56,70.2789459228516,43.8789482116699,57,0,NA,NA,19,8433,19
"424",424,21331,57,27,30,14,1,2,1,3,2,2,43.8600006103516,70,57,32.1399993896484,62,56,8433,11,19,5,2,26,0,2,57,26,58.3800010681152,46.2000007629395,27,64.6999969482422,59.2999992370605,1,0,0,0,0,2,61.9425010681152,32.1642875671387,56,70.2789459228516,43.8789482116699,57,0,NA,NA,19,8433,19
"425",425,21338,89,40,49,18,1,2,1,1,3,2,28.9500007629395,75,76,22.0799999237061,61,77,41004,11,5,5,1,38,0,2,78,39,64.8499984741211,17.8999996185303,38,76.5500030517578,21.1000003814697,1,0,0,1,0,2,64.8499984741211,17.8999996185303,39,76.5500030517578,21.1000003814697,38,0,NA,NA,5,41004,5
"426",426,21338,89,40,49,18,1,2,1,1,3,2,28.9500007629395,75,76,22.0799999237061,61,77,41004,11,5,5,2,40,0,2,78,38,57.0486831665039,26.3700008392334,38,73.4499969482422,36.7999992370605,NA,1,0,1,0,2,64.8499984741211,17.8999996185303,39,76.5500030517578,21.1000003814697,38,1,38,38,5,41004,5
"427",427,21340,60,29,31,18,1,1,1,3,2,2,32.1399993896484,70,56,39.2900009155273,58,56,76000,11,30,5,1,30,0,2,60,28,64.8600006103516,21.3999996185303,28,75.4599990844727,21.3999996185303,1,0,0,0,0,2,57.7000007629395,39.25,56,69.8199996948242,32.1500015258789,56,0,NA,NA,30,76000,30
"428",428,21340,60,29,31,18,1,1,1,3,2,2,32.1399993896484,70,56,39.2900009155273,58,56,76000,11,30,5,2,30,0,2,60,28,50.5400009155273,57.0999984741211,28,64.1800003051758,42.9000015258789,1,0,0,0,0,2,57.7000007629395,39.25,56,69.8199996948242,32.1500015258789,56,0,NA,NA,30,76000,30
"429",429,21341,120,69,51,20,1,2,1,1,3,3,17.1700000762939,76,99,18.2700004577637,66,104,11395,11,0,5,1,40,0,3,120,35,67.370002746582,25.7000007629395,35,75.9100036621094,17.1000003814697,1,0,0,0,0,3,66.375,18.2759609222412,104,76.4408111572266,17.1555557250977,99,0,NA,NA,0,11395,0
"430",430,21341,120,69,51,20,1,2,1,1,3,3,17.1700000762939,76,99,18.2700004577637,66,104,11395,11,0,5,2,40,0,3,120,32,64.0899963378906,18.7999992370605,31,72.9000015258789,22.6000003814697,1,0,0,0,0,3,66.375,18.2759609222412,104,76.4408111572266,17.1555557250977,99,0,NA,NA,0,11395,0
"431",431,21341,120,69,51,20,1,2,1,1,3,3,17.1700000762939,76,99,18.2700004577637,66,104,11395,11,0,5,3,40,0,3,120,37,67.4100036621094,10.8000001907349,33,80.3300018310547,12.1000003814697,1,0,0,0,0,3,66.375,18.2759609222412,104,76.4408111572266,17.1555557250977,99,0,NA,NA,0,11395,0
"432",432,21350,74,39,35,15,1,2,1,4,3,2,35.7099990844727,66,42,30.9099998474121,65,55,8748,11,32,5,2,30,0,2,58,29,68.8300018310547,24.1000003814697,23,67.9100036621094,39.0999984741211,1,0,0,1,0,2,68.8300018310547,24.1000003814697,29,67.9100036621094,39.0999984741211,23,0,NA,NA,32,8748,32
"433",433,21350,74,39,35,15,1,2,1,4,3,2,35.7099990844727,66,42,30.9099998474121,65,55,8748,11,32,5,1,28,0,2,58,26,60.7280769348145,38.5057678222656,19,63.6878929138184,31.606315612793,NA,1,0,1,0,2,68.8300018310547,24.1000003814697,29,67.9100036621094,39.0999984741211,23,1,19,26,32,8748,32
"434",434,21351,43,25,18,16,1,2,1,0,2,2,2.55999994277954,88,39,2.55999994277954,74,39,47027,11,0,5,1,21,0,2,43,21,71.6699981689453,4.80000019073486,21,86.2900009155273,4.80000019073486,1,0,0,0,0,2,74.2315368652344,2.58461546897888,39,87.8223114013672,2.58461546897888,39,0,NA,NA,0,47027,0
"435",435,21351,43,25,18,16,1,2,1,0,2,2,2.55999994277954,88,39,2.55999994277954,74,39,47027,11,0,5,2,22,0,2,43,18,77.2200012207031,0,18,89.6100006103516,0,1,0,0,0,0,2,74.2315368652344,2.58461546897888,39,87.8223114013672,2.58461546897888,39,0,NA,NA,0,47027,0
"436",436,21356,58,29,29,13,2,2,1,2,2,2,32.6500015258789,70,49,35.4199981689453,65,48,80002,12,28,5,1,29,0,2,58,24,69.25,25,27,70.8499984741211,29.6000003814697,1,0,0,0,0,2,64.8550033569336,35.4000015258789,48,69.5479583740234,32.6530609130859,49,0,NA,NA,28,80002,28
"437",437,21356,58,29,29,13,2,2,1,2,2,2,32.6500015258789,70,49,35.4199981689453,65,48,80002,12,28,5,2,29,0,2,58,24,60.4599990844727,45.7999992370605,22,67.9499969482422,36.4000015258789,1,0,0,0,0,2,64.8550033569336,35.4000015258789,48,69.5479583740234,32.6530609130859,49,0,NA,NA,28,80002,28
"438",438,21357,19,10,9,5,2,2,1,0,1,1,15.789999961853,77,19,5.26000022888184,69,19,40063,12,0,5,1,19,0,1,19,19,69.0500030517578,5.30000019073486,19,77.4199981689453,15.8000001907349,1,0,0,0,0,1,69.0500030517578,5.30000019073486,19,77.4199981689453,15.8000001907349,19,0,NA,NA,0,40063,0
"439",439,21359,43,22,21,8,2,1,1,2,2,2,33.3300018310547,71,39,46.3400001525879,57,41,91009,12,10,5,2,21,0,2,43,19,54.0499992370605,47.4000015258789,19,70.7399978637695,42.0999984741211,1,0,0,1,0,2,54.0499992370605,47.4000015258789,19,70.7399978637695,42.0999984741211,19,0,NA,NA,10,91009,10
"440",440,21359,43,22,21,8,2,1,1,2,2,2,33.3300018310547,71,39,46.3400001525879,57,41,91009,12,10,5,1,22,0,2,43,22,59.5477256774902,45.4245452880859,20,71.2470016479492,24.9985008239746,NA,1,0,1,0,2,54.0499992370605,47.4000015258789,19,70.7399978637695,42.0999984741211,19,1,20,22,10,91009,10
"441",441,21361,105,60,45,19,1,2,1,1,3,3,31.5200004577637,71,92,52.1699981689453,55,92,11395,11,2,5,1,39,0,3,105,34,53.6199989318848,64.6999969482422,34,72.5,20.6000003814697,1,0,0,1,0,3,55.6822204589844,57.1507949829102,63,68.89111328125,30.1746025085449,63,0,NA,NA,2,11395,2
"442",442,21361,105,60,45,19,1,2,1,1,3,3,31.5200004577637,71,92,52.1699981689453,55,92,11395,11,2,5,2,33,0,3,105,29,58.0999984741211,48.2999992370605,29,64.6600036621094,41.4000015258789,1,0,0,1,0,3,55.6822204589844,57.1507949829102,63,68.89111328125,30.1746025085449,63,0,NA,NA,2,11395,2
"443",443,21361,105,60,45,19,1,2,1,1,3,3,31.5200004577637,71,92,52.1699981689453,55,92,11395,11,2,5,3,33,0,3,105,29,53.5179328918457,41.3496551513672,29,75.5813827514648,34.4427604675293,NA,1,0,1,0,3,55.6822204589844,57.1507949829102,63,68.89111328125,30.1746025085449,63,1,29,29,2,11395,2
"444",444,21362,62,28,34,13,1,2,1,1,2,2,29.3099994659424,72,58,20.3400001525879,67,59,10611,11,13,5,1,31,0,2,62,28,61.8899993896484,39.2999992370605,27,70.4400024414062,37,1,0,0,0,0,2,67.4227142333984,20.332202911377,59,72.4282760620117,29.3034477233887,58,0,NA,NA,13,10611,13
"445",445,21362,62,28,34,13,1,2,1,1,2,2,29.3099994659424,72,58,20.3400001525879,67,59,10611,11,13,5,2,31,0,2,62,31,72.4199981689453,3.20000004768372,31,74.1600036621094,22.6000003814697,1,0,0,0,0,2,67.4227142333984,20.332202911377,59,72.4282760620117,29.3034477233887,58,0,NA,NA,13,10611,13
"446",446,21363,149,84,65,23,1,1,1,2,5,4,33.3300018310547,73,138,23.9099998474121,64,138,77008,11,9,5,1,38,0,4,139,38,71.4499969482422,21.1000003814697,38,75.3199996948242,18.3999996185303,1,0,0,0,0,4,64.4065246582031,23.9355068206787,138,72.9797134399414,33.3159408569336,138,0,NA,NA,9,77008,9
"447",447,21363,149,84,65,23,1,1,1,2,5,4,33.3300018310547,73,138,23.9099998474121,64,138,77008,11,9,5,2,28,0,4,139,28,55.7900009155273,39.2999992370605,28,71.4300003051758,39.2999992370605,1,0,0,0,0,4,64.4065246582031,23.9355068206787,138,72.9797134399414,33.3159408569336,138,0,NA,NA,9,77008,9
"448",448,21363,149,84,65,23,1,1,1,2,5,4,33.3300018310547,73,138,23.9099998474121,64,138,77008,11,9,5,3,35,0,4,139,35,59.5999984741211,22.8999996185303,35,71.7099990844727,51.4000015258789,1,0,0,0,0,4,64.4065246582031,23.9355068206787,138,72.9797134399414,33.3159408569336,138,0,NA,NA,9,77008,9
"449",449,21363,149,84,65,23,1,1,1,2,5,4,33.3300018310547,73,138,23.9099998474121,64,138,77008,11,9,5,4,38,0,4,139,37,68.2399978637695,16.2000007629395,37,72.9499969482422,27,1,0,0,0,0,4,64.4065246582031,23.9355068206787,138,72.9797134399414,33.3159408569336,138,0,NA,NA,9,77008,9
"450",450,21366,133,56,77,24,1,2,1,NA,4,4,9.44999980926514,81,127,12.5,74,128,9175,11,1,5,1,32,0,4,133,29,74.4499969482422,3.40000009536743,29,86.6600036621094,3.40000009536743,1,0,0,0,0,4,73.8439865112305,12.5015621185303,128,81.3944091796875,9.45275592803955,127,0,NA,NA,1,9175,1
"451",451,21366,133,56,77,24,1,2,1,NA,4,4,9.44999980926514,81,127,12.5,74,128,9175,11,1,5,2,34,0,4,133,34,74.7099990844727,8.80000019073486,34,81.0299987792969,8.80000019073486,1,0,0,0,0,4,73.8439865112305,12.5015621185303,128,81.3944091796875,9.45275592803955,127,0,NA,NA,1,9175,1
"452",452,21366,133,56,77,24,1,2,1,NA,4,4,9.44999980926514,81,127,12.5,74,128,9175,11,1,5,3,33,0,4,133,32,72.0899963378906,21.8999996185303,31,76,19.3999996185303,1,0,0,0,0,4,73.8439865112305,12.5015621185303,128,81.3944091796875,9.45275592803955,127,0,NA,NA,1,9175,1
"453",453,21366,133,56,77,24,1,2,1,NA,4,4,9.44999980926514,81,127,12.5,74,128,9175,11,1,5,4,34,0,4,133,33,74.120002746582,15.1999998092651,33,82.2099990844727,6.09999990463257,1,0,0,0,0,4,73.8439865112305,12.5015621185303,128,81.3944091796875,9.45275592803955,127,0,NA,NA,1,9175,1
"454",454,21367,131,67,64,20,1,2,1,1,4,4,11.8199996948242,78,110,31.0900001525879,64,119,11395,11,3,5,1,32,0,4,131,31,62.189998626709,38.7000007629395,27,75.9599990844727,11.1000003814697,1,0,0,1,0,4,63.2586441040039,33.3156242370605,96,77.2209014892578,13.5033712387085,89,0,NA,NA,3,11395,3
"455",455,21367,131,67,64,20,1,2,1,1,4,4,11.8199996948242,78,110,31.0900001525879,64,119,11395,11,3,5,2,34,0,4,131,33,67.8199996948242,24.2000007629395,31,76.7699966430664,19.3999996185303,1,0,0,1,0,4,63.2586441040039,33.3156242370605,96,77.2209014892578,13.5033712387085,89,0,NA,NA,3,11395,3
"456",456,21367,131,67,64,20,1,2,1,1,4,4,11.8199996948242,78,110,31.0900001525879,64,119,11395,11,3,5,3,33,0,4,131,32,59.5900001525879,37.5,31,78.7699966430664,9.69999980926514,1,0,0,1,0,4,63.2586441040039,33.3156242370605,96,77.2209014892578,13.5033712387085,89,0,NA,NA,3,11395,3
"457",457,21367,131,67,64,20,1,2,1,1,4,4,11.8199996948242,78,110,31.0900001525879,64,119,11395,11,3,5,4,32,0,4,131,23,67.0943450927734,21.8004341125488,21,81.3019027709961,4.68571424484253,NA,1,0,1,0,4,63.2586441040039,33.3156242370605,96,77.2209014892578,13.5033712387085,89,1,21,23,3,11395,3
"458",458,21370,68,35,33,14,1,1,1,1,2,2,29.6900005340576,73,64,12.1199998855591,71,66,8748,11,9,5,1,34,0,2,68,34,66.9400024414062,11.8000001907349,32,73.2200012207031,21.8999996185303,1,0,0,0,0,2,70.6345443725586,12.1393938064575,66,73.0299987792969,29.7000007629395,64,0,NA,NA,9,8748,9
"459",459,21370,68,35,33,14,1,1,1,1,2,2,29.6900005340576,73,64,12.1199998855591,71,66,8748,11,9,5,2,34,0,2,68,32,74.5599975585938,12.5,32,72.8399963378906,37.5,1,0,0,0,0,2,70.6345443725586,12.1393938064575,66,73.0299987792969,29.7000007629395,64,0,NA,NA,9,8748,9
"460",460,21371,79,49,30,14,1,1,1,1,2,2,16.6700000762939,82,72,13.1599998474121,73,76,91009,11,3,5,1,39,0,2,79,36,66.0599975585938,16.7000007629395,34,77.0899963378906,20.6000003814697,1,0,0,0,0,2,73.0284194946289,13.1736841201782,76,81.8874969482422,16.6944446563721,72,0,NA,NA,3,91009,3
"461",461,21371,79,49,30,14,1,1,1,1,2,2,16.6700000762939,82,72,13.1599998474121,73,76,91009,11,3,5,2,40,0,2,79,40,79.3000030517578,10,38,86.1800003051758,13.1999998092651,1,0,0,0,0,2,73.0284194946289,13.1736841201782,76,81.8874969482422,16.6944446563721,72,0,NA,NA,3,91009,3
"462",462,21373,50,23,27,11,1,1,1,0,2,2,10.6400003433228,85,47,4.26000022888184,80,47,12633,11,1,5,1,25,0,2,50,25,81.5999984741211,0,25,84.1999969482422,12,1,0,0,0,0,2,80.2987213134766,4.25957441329956,47,84.6587219238281,10.6425533294678,47,0,NA,NA,1,12633,1
"463",463,21373,50,23,27,11,1,1,1,0,2,2,10.6400003433228,85,47,4.26000022888184,80,47,12633,11,1,5,2,25,0,2,50,22,78.8199996948242,9.10000038146973,22,85.1800003051758,9.10000038146973,1,0,0,0,0,2,80.2987213134766,4.25957441329956,47,84.6587219238281,10.6425533294678,47,0,NA,NA,1,12633,1
"464",464,21374,47,22,25,8,1,1,1,0,2,2,9.30000019073486,84,43,6.98000001907349,84,43,12443,11,0,5,1,24,0,2,47,21,83.2900009155273,9.5,21,84.4300003051758,4.80000019073486,1,0,0,0,0,2,84.0011596679688,6.94186067581177,43,84.1639556884766,9.30232524871826,43,0,NA,NA,0,12443,0
"465",465,21374,47,22,25,8,1,1,1,0,2,2,9.30000019073486,84,43,6.98000001907349,84,43,12443,11,0,5,2,23,0,2,47,22,84.6800003051758,4.5,22,83.9100036621094,13.6000003814697,1,0,0,0,0,2,84.0011596679688,6.94186067581177,43,84.1639556884766,9.30232524871826,43,0,NA,NA,0,12443,0
"466",466,21375,78,44,34,13,1,2,1,3,2,2,48.5299987792969,64,68,39.1300010681152,55,69,76000,11,11,5,1,39,0,2,78,39,54.5099983215332,41,38,63.2099990844727,50,1,0,0,0,0,2,54.2977905273438,42.8259735107422,77,63.0825004577637,50,72,0,NA,NA,11,76000,11
"467",467,21375,78,44,34,13,1,2,1,3,2,2,48.5299987792969,64,68,39.1300010681152,55,69,76000,11,11,5,2,39,0,2,78,38,54.0800018310547,44.7000007629395,34,62.939998626709,50,1,0,0,0,0,2,54.2977905273438,42.8259735107422,77,63.0825004577637,50,72,0,NA,NA,11,76000,11
"468",468,21379,70,42,28,12,1,1,1,NA,2,2,31.75,74,63,25,69,64,10611,11,12,5,1,35,0,2,70,35,68.8300018310547,25.7000007629395,34,77.7399978637695,23.5,1,0,0,0,0,2,69.2514038085938,24.9750003814697,64,74.0804748535156,31.7396831512451,63,0,NA,NA,12,10611,12
"469",469,21379,70,42,28,12,1,1,1,NA,2,2,31.75,74,63,25,69,64,10611,11,12,5,2,35,0,2,70,29,69.7600021362305,24.1000003814697,29,69.7900009155273,41.4000015258789,1,0,0,0,0,2,69.2514038085938,24.9750003814697,64,74.0804748535156,31.7396831512451,63,0,NA,NA,12,10611,12
"470",470,31001,72,37,35,14,1,2,1,5,3,2,35.4199981689453,64,48,21.5699996948242,65,51,10207,11,31,5,1,30,0,2,58,25,63.0400009155273,36,23,60.3899993896484,43.5,1,0,0,0,0,2,63.0563621520996,25.4727268218994,55,61.4217300415039,40.3769226074219,52,0,NA,NA,31,10207,31
"471",471,31001,72,37,35,14,1,2,1,5,3,2,35.4199981689453,64,48,21.5699996948242,65,51,10207,11,31,5,2,28,0,2,58,30,63.0699996948242,16.7000007629395,29,62.2400016784668,37.9000015258789,1,0,0,0,0,2,63.0563621520996,25.4727268218994,55,61.4217300415039,40.3769226074219,52,0,NA,NA,31,10207,31
"472",472,31002,60,23,37,13,2,2,1,8,3,2,22.7299995422363,73,44,15.9099998474121,70,44,10207,12,41,5,1,23,0,2,52,23,73.2600021362305,17.3999996185303,23,79.6500015258789,8.69999980926514,1,0,0,0,0,2,70.4297714233398,15.9204549789429,44,72.6340942382812,22.7318172454834,44,0,NA,NA,41,10207,41
"473",473,31002,60,23,37,13,2,2,1,8,3,2,22.7299995422363,73,44,15.9099998474121,70,44,10207,12,41,5,2,29,0,2,52,21,67.3300018310547,14.3000001907349,21,64.9499969482422,38.0999984741211,1,0,0,0,0,2,70.4297714233398,15.9204549789429,44,72.6340942382812,22.7318172454834,44,0,NA,NA,41,10207,41
"474",474,31007,62,36,26,13,1,1,1,2,3,2,4.76000022888184,81,42,23.2600002288818,75,43,98004,11,7,5,1,22,0,2,44,20,79.9499969482422,5,20,83.1500015258789,5,1,0,0,0,0,2,74.5797653198242,23.2395343780518,43,80.9028549194336,4.7380952835083,42,0,NA,NA,7,98004,7
"475",475,31007,62,36,26,13,1,1,1,2,3,2,4.76000022888184,81,42,23.2600002288818,75,43,98004,11,7,5,2,22,0,2,44,23,69.9100036621094,39.0999984741211,22,78.8600006103516,4.5,1,0,0,0,0,2,74.5797653198242,23.2395343780518,43,80.9028549194336,4.7380952835083,42,0,NA,NA,7,98004,7
"476",476,31008,18,7,11,6,2,1,1,4,1,1,38.4599990844727,63,13,23.0799999237061,62,13,98004,12,42,5,1,18,0,1,18,13,61.8499984741211,23.1000003814697,13,62.689998626709,38.5,1,0,0,0,0,1,61.8499984741211,23.1000003814697,13,62.689998626709,38.5,13,0,NA,NA,42,98004,42
"477",477,31012,19,11,8,6,1,1,1,1,1,1,29.4099998474121,74,17,38.8899993896484,55,18,505,11,4,5,1,19,0,1,19,18,55,38.8899993896484,17,74,29.4099998474121,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,505,4
"478",478,31017,95,49,46,19,1,1,1,2,3,3,20.6900005340576,74,87,25.8400001525879,66,89,93005,11,12,5,1,33,0,3,95,31,65.9700012207031,22.6000003814697,29,71,27.6000003814697,1,0,0,0,0,3,65.7659530639648,25.8741569519043,89,73.7117233276367,20.6965522766113,87,0,NA,NA,12,93005,12
"479",479,31017,95,49,46,19,1,1,1,2,3,3,20.6900005340576,74,87,25.8400001525879,66,89,93005,11,12,5,2,30,0,3,95,26,65.6900024414062,23.1000003814697,26,76.9599990844727,7.69999980926514,1,0,0,0,0,3,65.7659530639648,25.8741569519043,89,73.7117233276367,20.6965522766113,87,0,NA,NA,12,93005,12
"480",480,31017,95,49,46,19,1,1,1,2,3,3,20.6900005340576,74,87,25.8400001525879,66,89,93005,11,12,5,3,32,0,3,95,32,65.629997253418,31.2999992370605,32,73.5299987792969,25,1,0,0,0,0,3,65.7659530639648,25.8741569519043,89,73.7117233276367,20.6965522766113,87,0,NA,NA,12,93005,12
"481",481,31019,20,7,13,7,2,1,1,6,1,1,25,70,20,20,69,20,93005,12,32,5,1,20,0,1,20,20,69.1999969482422,20,20,70.4499969482422,25,1,0,0,0,0,1,69.1999969482422,20,20,70.4499969482422,25,20,0,NA,NA,32,93005,32
"482",482,31021,74,36,38,18,1,1,1,6,3,2,24.4899997711182,66,49,48.9799995422363,50,49,65003,11,32,5,1,31,0,2,62,25,45.2000007629395,52,25,63.1199989318848,28,1,0,0,0,0,2,49.5738792419434,48.963264465332,49,66.2057113647461,24.4734687805176,49,0,NA,NA,32,65003,32
"483",483,31021,74,36,38,18,1,1,1,6,3,2,24.4899997711182,66,49,48.9799995422363,50,49,65003,11,32,5,2,31,0,2,62,24,54.1300010681152,45.7999992370605,24,69.4199981689453,20.7999992370605,1,0,0,0,0,2,49.5738792419434,48.963264465332,49,66.2057113647461,24.4734687805176,49,0,NA,NA,32,65003,32
"484",484,31022,134,69,65,28,1,1,1,1,4,3,11.710000038147,77,111,29.7299995422363,62,111,65003,11,7,5,1,40,0,3,121,38,60.9700012207031,39.5,38,73.5800018310547,18.3999996185303,1,0,0,0,0,3,62.2687377929688,29.7405414581299,111,77.0387420654297,11.7252254486084,111,0,NA,NA,7,65003,7
"485",485,31022,134,69,65,28,1,1,1,1,4,3,11.710000038147,77,111,29.7299995422363,62,111,65003,11,7,5,2,41,0,3,121,39,65.0500030517578,28.2000007629395,39,79.4400024414062,10.3000001907349,1,0,0,0,0,3,62.2687377929688,29.7405414581299,111,77.0387420654297,11.7252254486084,111,0,NA,NA,7,65003,7
"486",486,31022,134,69,65,28,1,1,1,1,4,3,11.710000038147,77,111,29.7299995422363,62,111,65003,11,7,5,3,40,0,3,121,34,60.5299987792969,20.6000003814697,34,78.1500015258789,5.90000009536743,1,0,0,0,0,3,62.2687377929688,29.7405414581299,111,77.0387420654297,11.7252254486084,111,0,NA,NA,7,65003,7
"487",487,31023,145,70,75,32,1,1,1,1,4,4,21.3199996948242,74,136,22.2999992370605,68,139,65003,11,5,5,1,36,0,4,145,35,69.5999984741211,17.1000003814697,34,78.2600021362305,14.6999998092651,1,0,0,0,0,4,67.893310546875,22.2892093658447,139,74.20654296875,21.3294124603271,136,0,NA,NA,5,65003,5
